0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
0.0,0.0,0.0,2.0,2.0,1.0743264667329018
